source;target;manuscript
braunschweig-wolfenbuettel_antoinette_amalia;1712-06-13;Cod. Guelf. 286 Blank.
oettingen-oettingen_sophie_luise;1712-06-14;Cod. Guelf. 286 Blank.
braunschweig-wolfenbuettel_christine_luise;1712-06-14;Cod. Guelf. 286 Blank.
oettingen-oettingen_albrecht_ernst_ii;1712-06-14;Cod. Guelf. 286 Blank.
brandenburg-ansbach_georg_friedrich_ii;1712-06-15;Cod. Guelf. 286 Blank.
oettingen-oettingen_albrecht_ernst_ii;1712-06-15;Cod. Guelf. 286 Blank.
hoheneck_familie;1712-06-15;Cod. Guelf. 286 Blank.
oettingen-oettingen_albrecht_ernst_ii;1712-06-15;Cod. Guelf. 286 Blank.
braunschweig-wolfenbuettel_christine_luise;1712-06-15;Cod. Guelf. 286 Blank.
fechenbach_johann_reichard;1712-06-15;Cod. Guelf. 286 Blank.
antivari_johann;1712-06-17;Cod. Guelf. 286 Blank.
oettingen-oettingen_sophie_luise;1712-06-17;Cod. Guelf. 286 Blank.
schweinitz_david;1713-05-02;Cod. Guelf. 286 Blank.
la_bruyere_jean;1713-05-02;Cod. Guelf. 286 Blank.
chillingworth_william;1713-05-20;Cod. Guelf. 286 Blank.
geulincx_arnold;1713-11-10;Cod. Guelf. 286 Blank.
langen_johann_georg;1724-04-18;Cod. Guelf. 286 Blank.
haxthausen_anton_ulrich;1724-04-18;Cod. Guelf. 286 Blank.
melsheimer_hans_georg;1724-04-18;Cod. Guelf. 286 Blank.
ompteda_dietrich_august;1724-04-18;Cod. Guelf. 286 Blank.
stammer_eckard_august;1724-04-18;Cod. Guelf. 286 Blank.
campen_friedrich_wilhelm;1724-04-18;Cod. Guelf. 286 Blank.
braunschweig-wolfenbuettel_christine_luise;1724-06-26;Cod. Guelf. 286 Blank.
oettingen-oettingen_albrecht_ernst_ii;1724-06-26;Cod. Guelf. 286 Blank.
oettingen-oettingen_sophie_luise;1724-06-26;Cod. Guelf. 286 Blank.
ostfriesland_enno_august;1724-06-26;Cod. Guelf. 286 Blank.
braunschweig-wolfenbuettel_ludwig_rudolph;1724-06-26;Cod. Guelf. 286a Blank.
niemeier_johann_barthold;1707-01-01;Cod. Guelf. 286a Blank.
treuer_gottlieb;1707-01-01;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-01;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-01-01;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1707-01-01;Cod. Guelf. 286a Blank.
schleswig-holstein-sonderburg-norburg_ernst_leopold;1707-01-01;Cod. Guelf. 286a Blank.
specht_christian;1707-01-01;Cod. Guelf. 286a Blank.
treuer_gottlieb;1707-01-02;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-02;Cod. Guelf. 286a Blank.
niemeier_johann_barthold;1707-01-02;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-18;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-01-18;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-01-18;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-01-18;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1707-01-18;Cod. Guelf. 286a Blank.
finen_eberhard;1707-01-18;Cod. Guelf. 286a Blank.
treuer_gottlieb;1707-01-18;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-19;Cod. Guelf. 286a Blank.
finen_eberhard;1707-01-19;Cod. Guelf. 286a Blank.
treuer_gottlieb;1707-01-19;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-19;Cod. Guelf. 286a Blank.
finen_eberhard;1707-01-19;Cod. Guelf. 286a Blank.
treuer_gottlieb;1707-01-19;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_heinrich_ferdinand;1707-01-23;Cod. Guelf. 286a Blank.
treuer_gottlieb;1707-01-23;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1707-01-23;Cod. Guelf. 286a Blank.
finen_eberhard;1707-01-23;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1707-01-24;Cod. Guelf. 286a Blank.
weichmann_friedrich;1707-01-24;Cod. Guelf. 286a Blank.
treuer_gottlieb;1707-02-03;Cod. Guelf. 286a Blank.
probst_philipp_ludwig;1707-02-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-02-03;Cod. Guelf. 286a Blank.
schleswig-holstein-sonderburg-norburg_ernst_leopold;1707-02-03;Cod. Guelf. 286a Blank.
finen_eberhard;1707-02-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-04-23;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-04-24;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-04-24;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-04-24;Cod. Guelf. 286a Blank.
schleswig-holstein-sonderburg-norburg_ernst_leopold;1707-04-24;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-04-24;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-08-07;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-08-07;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-08-07;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-08-07;Cod. Guelf. 286a Blank.
benedictus_david;1707-08-14;Cod. Guelf. 286a Blank.
pfeiffer_georg_heinrich;1707-08-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-08-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-08-14;Cod. Guelf. 286a Blank.
schleswig-holstein-gottorf_albertina_friederike;1707-08-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-08-14;Cod. Guelf. 286a Blank.
schleswig-holstein-gottorf_marie_elisabeth;1707-08-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-08-14;Cod. Guelf. 286a Blank.
schwarzburg-rudolstadt_christine_sophie;1707-08-14;Cod. Guelf. 286a Blank.
schleinitz_hans_christoph;1707-08-14;Cod. Guelf. 286a Blank.
schleinitz_friedrich_august;1707-08-14;Cod. Guelf. 286a Blank.
praetorius_samuel_rudolph;1707-09-09;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-09-09;Cod. Guelf. 286a Blank.
schack_sophia_elisabeth;1707-09-11;Cod. Guelf. 286a Blank.
steinberg_friedrich;1707-09-11;Cod. Guelf. 286a Blank.
cramm_charlotte_louise;1707-09-11;Cod. Guelf. 286a Blank.
reck_heinrich_ernst;1707-09-11;Cod. Guelf. 286a Blank.
treuer_gottlieb;1707-09-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-09-11;Cod. Guelf. 286a Blank.
schack_sophia_elisabeth;1707-09-11;Cod. Guelf. 286a Blank.
cramm_charlotte_louise;1707-09-11;Cod. Guelf. 286a Blank.
voigt_johann_justus;1707-09-11;Cod. Guelf. 286a Blank.
koetzler_maria_eleonora;1707-09-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-09-11;Cod. Guelf. 286a Blank.
koetzler_maria_eleonora;1707-09-11;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-09-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-09-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-09-11;Cod. Guelf. 286a Blank.
cramm_charlotte_louise;1707-09-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1707-09-11;Cod. Guelf. 286a Blank.
grone_heinrich_eckbrecht;1707-09-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-09-11;Cod. Guelf. 286a Blank.
pfalz_luise;1707-09-11;Cod. Guelf. 286a Blank.
bobart_daniel_arnold;1707-02-20;Cod. Guelf. 286a Blank.
bobart_justine_dorothea;1707-02-20;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-20;Cod. Guelf. 286a Blank.
harling_otto_georg;1707-02-20;Cod. Guelf. 286a Blank.
harling_eleonora;1707-02-20;Cod. Guelf. 286a Blank.
streithorst_anon_1;1707-02-20;Cod. Guelf. 286a Blank.
buchwald_anon_1;1707-02-20;Cod. Guelf. 286a Blank.
streithorst_anon_2;1707-02-20;Cod. Guelf. 286a Blank.
moering_julius_johann;1707-10-11;Cod. Guelf. 286a Blank.
heiring_sophia_lucia;1707-10-11;Cod. Guelf. 286a Blank.
heiring_jakob;1707-10-11;Cod. Guelf. 286a Blank.
heiring_georg_valentin;1707-10-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-10-11;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_caroline;1707-02-01;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_friedrich_ludwig;1707-02-01;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-02-01;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-02-01;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_ii;1707-02-01;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-02-01;Cod. Guelf. 286a Blank.
brandenburg_friedrich_iii;1707-02-01;Cod. Guelf. 286a Blank.
nitsch_georg;1707-04-25;Cod. Guelf. 286a Blank.
carolus_anon_1;1707-04-25;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-04-25;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-04-25;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-04-25;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-04-25;Cod. Guelf. 286a Blank.
luedeke_urban_dietrich;1707-04-25;Cod. Guelf. 286a Blank.
reiche_andreas_otto;1707-04-25;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_heinrich_ferdinand;1707-02-05;Cod. Guelf. 286a Blank.
oppel_moritz_friedrich;1707-11-05;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1707-11-05;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-11-05;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-11-05;Cod. Guelf. 286a Blank.
cramm_august_adolph;1707-11-05;Cod. Guelf. 286a Blank.
fizleben_anon_1;1707-11-05;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-11-05;Cod. Guelf. 286a Blank.
haxthausen_anton_ulrich;1707-11-05;Cod. Guelf. 286a Blank.
oppel_moritz_friedrich;1707-11-06;Cod. Guelf. 286a Blank.
finen_eberhard;1707-11-06;Cod. Guelf. 286a Blank.
lothringen_karl_joseph;1707-01-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-01-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-01-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-01-03;Cod. Guelf. 286a Blank.
corelli_anon_1;1707-01-03;Cod. Guelf. 286a Blank.
eltz_anon_1;1707-01-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-01-03;Cod. Guelf. 286a Blank.
cramm_anon_1;1707-01-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-04;Cod. Guelf. 286a Blank.
lothringen_karl_joseph;1707-01-05;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-05;Cod. Guelf. 286a Blank.
haxthausen_anton_ulrich;1707-01-06;Cod. Guelf. 286a Blank.
steinberg_gertrud_luise;1707-01-06;Cod. Guelf. 286a Blank.
bennigsen_magdalena_agnes;1707-01-06;Cod. Guelf. 286a Blank.
corelli_anon_1;1707-01-06;Cod. Guelf. 286a Blank.
lothringen_karl_joseph;1707-01-06;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-01-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-01-06;Cod. Guelf. 286a Blank.
jordan_carl_friedrich;1707-01-06;Cod. Guelf. 286a Blank.
polen_christiane_eberhardine;1707-01-06;Cod. Guelf. 286a Blank.
polen_august_ii;1707-01-06;Cod. Guelf. 286a Blank.
walther_friedrich_hans;1707-01-06;Cod. Guelf. 286a Blank.
oppel_moritz_friedrich;1707-01-06;Cod. Guelf. 286a Blank.
viereck_adam_otto;1707-01-06;Cod. Guelf. 286a Blank.
stechinelli_ludwig_wilhelm;1707-01-06;Cod. Guelf. 286a Blank.
seebach_anon_1;1707-01-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-01-06;Cod. Guelf. 286a Blank.
seebach_anon_1;1707-01-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-06;Cod. Guelf. 286a Blank.
rhedern_anon_1;1707-01-06;Cod. Guelf. 286a Blank.
lothringen_karl_joseph;1707-01-07;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-07;Cod. Guelf. 286a Blank.
jordan_carl_friedrich;1707-01-08;Cod. Guelf. 286a Blank.
seebach_anon_1;1707-01-08;Cod. Guelf. 286a Blank.
turnor_edmund;1707-01-08;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-01-08;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-01-08;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-01-08;Cod. Guelf. 286a Blank.
rathsamhausen_anon_1;1707-01-08;Cod. Guelf. 286a Blank.
candor_gui;1707-01-08;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-01-13;Cod. Guelf. 286a Blank.
weyhe_christian_ludwig;1707-01-13;Cod. Guelf. 286a Blank.
platen-hallermund_ernst_august;1707-01-13;Cod. Guelf. 286a Blank.
kielmansegg_johann_adolf;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-01-13;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-01-13;Cod. Guelf. 286a Blank.
haxthausen_anton_ulrich;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-14;Cod. Guelf. 286a Blank.
kielmansegg_johann_adolf;1707-01-14;Cod. Guelf. 286a Blank.
buelow_otto_diedrich;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-01-14;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1707-01-14;Cod. Guelf. 286a Blank.
schleswig-holstein-sonderburg-norburg_ernst_leopold;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-15;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-15;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-15;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-15;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-15;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-01-15;Cod. Guelf. 286a Blank.
finen_eberhard;1707-01-16;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-16;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-16;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-16;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-01-16;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-16;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-01-16;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_heinrich_ferdinand;1707-01-23;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ferdinand_christian;1707-01-23;Cod. Guelf. 286a Blank.
bennigsen_levin_adolf;1707-01-23;Cod. Guelf. 286a Blank.
busch_johann_georg;1707-01-23;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-01-26;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-01-26;Cod. Guelf. 286a Blank.
krahmer_anon_1;1707-01-26;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-26;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-01-26;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-01-27;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-27;Cod. Guelf. 286a Blank.
bennigsen_johanna_henriette;1707-01-28;Cod. Guelf. 286a Blank.
bennigsen_magdalena_agnes;1707-01-28;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-28;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-01-28;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-28;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-01-29;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-29;Cod. Guelf. 286a Blank.
crux_monceaux_rene_henri;1707-01-29;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-29;Cod. Guelf. 286a Blank.
schwartz_anon_1;1707-01-29;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-01-29;Cod. Guelf. 286a Blank.
galli_maria_therese_karoline;1707-01-29;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-30;Cod. Guelf. 286a Blank.
hohenzollern-hechingen_marie_leopoldine_ludovika;1707-01-30;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_ernst_august_ii;1707-01-30;Cod. Guelf. 286a Blank.
rheden_anon_1;1707-01-31;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_friedrich_ludwig;1707-01-31;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-01;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-02-01;Cod. Guelf. 286a Blank.
hohenzollern-hechingen_marie_leopoldine_ludovika;1707-02-02;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-02-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-02-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-07;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-02-07;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-02-05;Cod. Guelf. 286a Blank.
rechau_anon_1;1707-02-05;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-02-05;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-05;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-05;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-02-05;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-02-08;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-08;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-02-08;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-09;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-09;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-02-09;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-10;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-10;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-02-10;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-10;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-02-10;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-10;Cod. Guelf. 286a Blank.
bernstorff_hans_valentin;1707-02-11;Cod. Guelf. 286a Blank.
schleinitz_hans_christoph;1707-02-11;Cod. Guelf. 286a Blank.
bennigsen_friedrich_hermann;1707-02-11;Cod. Guelf. 286a Blank.
bennigsen_magdalena_agnes;1707-02-11;Cod. Guelf. 286a Blank.
fizleben_anon_1;1707-02-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-02-11;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-02-12;Cod. Guelf. 286a Blank.
hohenzollern-hechingen_marie_leopoldine_ludovika;1707-02-12;Cod. Guelf. 286a Blank.
lamberg_luise_ernestine_friederike;1707-02-12;Cod. Guelf. 286a Blank.
hohenzollern-hechingen_christine_eberhardine_friederike;1707-02-12;Cod. Guelf. 286a Blank.
hohenzollern-hechingen_sophia_johanna_friederike;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-02-12;Cod. Guelf. 286a Blank.
paland_anon_1;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-13;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-02-13;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-02-13;Cod. Guelf. 286a Blank.
lautensack_johann_peter;1707-02-13;Cod. Guelf. 286a Blank.
blum_heinrich_wilhelm;1707-02-13;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-02-14;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-02-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1707-02-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-02-12;Cod. Guelf. 286a Blank.
pfalz_luise;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-02-12;Cod. Guelf. 286a Blank.
galli_giuseppe_carlo;1707-02-12;Cod. Guelf. 286a Blank.
bennigsen_johanna_henriette;1707-02-12;Cod. Guelf. 286a Blank.
schwigeln_anon_1;1707-02-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-16;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-02-23;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-02-23;Cod. Guelf. 286a Blank.
weselau_christoph;1707-02-23;Cod. Guelf. 286a Blank.
weselau_johann_ruediger;1707-02-23;Cod. Guelf. 286a Blank.
brandenburg-ansbach_wilhelm_friedrich;1707-02-28;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_ii;1707-02-28;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-02-28;Cod. Guelf. 286a Blank.
