source;target;manuscript
oettingen-oettingen_albrecht_ernst_ii;1699-06-01;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-01;Cod. Guelf. 211.1 Extrav.
hohenlohe-waldenburg-pfedelbach_ludwig_gottfried;1699-06-01;Cod. Guelf. 211.1 Extrav.
hohenlohe-langenburg_albrecht_wolfgang;1699-06-01;Cod. Guelf. 211.1 Extrav.
braun_eleonora_benedikta;1699-06-01;Cod. Guelf. 211.1 Extrav.
ahlefeldt_armgard_margareta;1699-06-01;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-02;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-02;Cod. Guelf. 211.1 Extrav.
ahlefeldt_maria_elisabeth;1699-06-02;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-06-02;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-03;Cod. Guelf. 211.1 Extrav.
l_avanturier_anon;1699-06-03;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-03;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-06-03;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-04;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-06-04;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_heinrich;1699-06-04;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-06-04;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-04;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-04;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-06-04;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_eleonora_sophia;1699-06-05;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_magdalena_sibylla;1699-06-05;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-05;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-05;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-05;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-05;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-05;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-06;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-06;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-06-06;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-06;Cod. Guelf. 211.1 Extrav.
abendsperg-traun_juliane_esther_apollonia;1699-06-06;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-07;Cod. Guelf. 211.1 Extrav.
hohenlohe-waldenburg-pfedelbach_ludwig_gottfried;1699-06-07;Cod. Guelf. 211.1 Extrav.
hohenlohe-waldenburg-pfedelbach_luise_charlotte;1699-06-07;Cod. Guelf. 211.1 Extrav.
hohenlohe-kirchberg_friedrich_eberhard;1699-06-07;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-07;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-07;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-06-07;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-06-07;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-06-08;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-06-08;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-08;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-06-08;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-08;Cod. Guelf. 211.1 Extrav.
hohenlohe-oehringen_dorothea_sophia;1699-06-08;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_eleonora_sophia;1699-06-08;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_magdalena_sibylla;1699-06-08;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-06-09;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-06-09;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-09;Cod. Guelf. 211.1 Extrav.
walpertskirchen_anon_1;1699-06-09;Cod. Guelf. 211.1 Extrav.
braun_eleonora_benedikta;1699-06-09;Cod. Guelf. 211.1 Extrav.
ahlefeldt_carl;1699-06-09;Cod. Guelf. 211.1 Extrav.
buttlar_anon_2;1699-06-09;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-06-09;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-06-10;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-10;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-10;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-06-11;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-06-11;Cod. Guelf. 211.1 Extrav.
baldwein_anon_1;1699-06-11;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-12;Cod. Guelf. 211.1 Extrav.
stein_anna_promissa;1699-06-12;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-06-12;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-12;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_heinrich;1699-06-12;Cod. Guelf. 211.1 Extrav.
hohenlohe-oehringen_dorothea_sophia;1699-06-12;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_franz_ernst;1699-06-12;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-12;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-12;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-13;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-06-13;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-13;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-13;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-14;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-14;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-06-14;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_heinrich;1699-06-14;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-14;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-15;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-15;Cod. Guelf. 211.1 Extrav.
friesen_henriette_amalie_catharina;1699-06-15;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-15;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-16;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_eleonora_sophia;1699-06-16;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_magdalena_sibylla;1699-06-16;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-16;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-16;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-06-16;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-16;Cod. Guelf. 211.1 Extrav.
orsbeck_johann_hugo;1699-06-16;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-16;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-06-16;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-17;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_eleonora_sophia;1699-06-17;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_magdalena_sibylla;1699-06-17;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-17;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-17;Cod. Guelf. 211.1 Extrav.
wolfskeel_johann_philipp;1699-06-17;Cod. Guelf. 211.1 Extrav.
schwalch_christoph;1699-06-18;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-18;Cod. Guelf. 211.1 Extrav.
friesen_henriette_amalie_catharina;1699-06-18;Cod. Guelf. 211.1 Extrav.
hohenlohe-weikersheim_elisabeth_friederike;1699-06-18;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-18;Cod. Guelf. 211.1 Extrav.
wolfskeel_johann_philipp;1699-06-18;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-19;Cod. Guelf. 211.1 Extrav.
friesen_henriette_amalie_catharina;1699-06-19;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-19;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-19;Cod. Guelf. 211.1 Extrav.
friesen_henriette_amalie_catharina;1699-06-20;Cod. Guelf. 211.1 Extrav.
dohna-carwinden_louise_antoinette;1699-06-20;Cod. Guelf. 211.1 Extrav.
waldeck-pyrmont_ulrike_eleonore_esperance_anna;1699-06-20;Cod. Guelf. 211.1 Extrav.
schwalch_christoph;1699-06-20;Cod. Guelf. 211.1 Extrav.
stein_ludwig_christoph;1699-06-20;Cod. Guelf. 211.1 Extrav.
verbecq_guillaume;1699-06-20;Cod. Guelf. 211.1 Extrav.
stein_ludwig_christoph;1699-06-21;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-21;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-21;Cod. Guelf. 211.1 Extrav.
hohenlohe-weikersheim_elisabeth_friederike;1699-06-21;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_eleonora_sophia;1699-06-21;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_magdalena_sibylla;1699-06-21;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-21;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-22;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_eleonora_sophia;1699-06-22;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_magdalena_sibylla;1699-06-22;Cod. Guelf. 211.1 Extrav.
hohenlohe-weikersheim_elisabeth_friederike;1699-06-22;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-22;Cod. Guelf. 211.1 Extrav.
stein_ludwig_christoph;1699-06-22;Cod. Guelf. 211.1 Extrav.
stein_johann_friedrich_franz;1699-06-22;Cod. Guelf. 211.1 Extrav.
friesen_henriette_amalie_catharina;1699-06-22;Cod. Guelf. 211.1 Extrav.
dohna-carwinden_louise_antoinette;1699-06-22;Cod. Guelf. 211.1 Extrav.
waldeck-pyrmont_ulrike_eleonore_esperance_anna;1699-06-22;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-22;Cod. Guelf. 211.1 Extrav.
schwalch_christoph;1699-06-22;Cod. Guelf. 211.1 Extrav.
friesen_henriette_amalie_catharina;1699-06-22;Cod. Guelf. 211.1 Extrav.
thuengen_johann_karl;1699-06-22;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-22;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-23;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_heinrich;1699-06-23;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-23;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-24;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-24;Cod. Guelf. 211.1 Extrav.
hohenlohe-oehringen_dorothea_sophia;1699-06-24;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-24;Cod. Guelf. 211.1 Extrav.
schwalch_christoph;1699-06-25;Cod. Guelf. 211.1 Extrav.
friesen_henriette_amalie_catharina;1699-06-25;Cod. Guelf. 211.1 Extrav.
stein_ludwig_christoph;1699-06-25;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_heinrich;1699-06-26;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-06-27;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-06-28;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-28;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-06-28;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-29;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-06-29;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-29;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_eleonora_sophia;1699-06-29;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_magdalena_sibylla;1699-06-29;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-06-29;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-06-30;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-06-30;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-06-30;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-06-30;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_eleonora_sophia;1699-06-30;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_magdalena_sibylla;1699-06-30;Cod. Guelf. 211.1 Extrav.
hohenlohe-neuenstein_elisabeth_friederike;1699-06-30;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_heinrich_ferdinand;1699-06-30;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-07-01;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-07-01;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-07-01;Cod. Guelf. 211.1 Extrav.
hohenlohe-neuenstein_elisabeth_friederike;1699-07-01;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-07-01;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-07-01;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-07-02;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-07-02;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-07-02;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-07-02;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_eleonora_sophia;1699-07-02;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_magdalena_sibylla;1699-07-02;Cod. Guelf. 211.1 Extrav.
hohenlohe-neuenstein_elisabeth_friederike;1699-07-02;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_heinrich_ferdinand;1699-07-02;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-07-03;Cod. Guelf. 211.1 Extrav.
verbecq_guillaume;1699-07-03;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-07-03;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-07-04;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-07-04;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-07-04;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-07-04;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-07-04;Cod. Guelf. 211.1 Extrav.
hohenlohe-oehringen_dorothea_sophia;1699-07-04;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-07-05;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-07-05;Cod. Guelf. 211.1 Extrav.
hohenlohe-oehringen_dorothea_sophia;1699-07-05;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-07-05;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-07-06;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-07-06;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-07-06;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-07-06;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-07-06;Cod. Guelf. 211.1 Extrav.
wolfskeel_johann_philipp;1699-07-06;Cod. Guelf. 211.1 Extrav.
egloffstein_anon_1;1699-07-06;Cod. Guelf. 211.1 Extrav.
wolfskeel_anon_1;1699-07-06;Cod. Guelf. 211.1 Extrav.
hessen-wanfried_karl;1699-07-06;Cod. Guelf. 211.1 Extrav.
hessen-wanfried_christian;1699-07-06;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_dorothea_charlotte;1699-07-07;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-07-07;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-07-07;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-07-07;Cod. Guelf. 211.1 Extrav.
nassau-idstein_henriette_dorothea;1699-07-07;Cod. Guelf. 211.1 Extrav.
gruenrot_anon_1;1699-07-08;Cod. Guelf. 211.1 Extrav.
nassau-idstein_georg_august;1699-07-08;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-07-08;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt-itter_eleonora_sophia;1699-07-08;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-07-10;Cod. Guelf. 211.1 Extrav.
eckbrecht-duerckheim_johann_heinrich;1699-07-10;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-07-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-07-16;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-07-16;Cod. Guelf. 211.1 Extrav.
kerssenbrock_bernhard_simon;1699-07-16;Cod. Guelf. 211.1 Extrav.
wolff_anon_1;1699-07-16;Cod. Guelf. 211.1 Extrav.
campen_anna_elisabeth;1699-07-16;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-07-16;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-07-16;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-07-16;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-07-16;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-07-16;Cod. Guelf. 211.1 Extrav.
wolff_anon_1;1699-07-17;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-07-17;Cod. Guelf. 211.1 Extrav.
imhoff_sophia_henriette;1699-07-17;Cod. Guelf. 211.1 Extrav.
spoercken_anna_elisabeth;1699-07-17;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-07-17;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-07-18;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1699-07-18;Cod. Guelf. 211.1 Extrav.
spoercken_georg_friedrich;1699-07-19;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1712-01-19;Cod. Guelf. 286 Blank.
kaiser_karl_vi;1712-01-19;Cod. Guelf. 286 Blank.
braunschweig-wolfenbuettel_anton_ulrich;1712-01-19;Cod. Guelf. 286 Blank.
modena_rinaldo;1712-01-19;Cod. Guelf. 286 Blank.
gonzaga_vincenzo;1712-01-19;Cod. Guelf. 286 Blank.
savoyen-carignan_thomas_emanuel;1712-01-19;Cod. Guelf. 286 Blank.
kinsky_wenzel_norbert_octavian;1712-01-19;Cod. Guelf. 286 Blank.
sinzendorff_philipp_ludwig_wenzel;1712-01-19;Cod. Guelf. 286 Blank.
starhemberg_gundaker_thomas;1712-01-19;Cod. Guelf. 286 Blank.
paar_carl_joseph;1712-01-19;Cod. Guelf. 286 Blank.
sinzendorff_sigmund_rudolph;1712-01-19;Cod. Guelf. 286 Blank.
althann_johann_michael;1712-01-19;Cod. Guelf. 286 Blank.
meneses_silva_y_masibradi_fernando;1712-01-19;Cod. Guelf. 286 Blank.
schwarzenberg_adam_karl_franz;1712-01-19;Cod. Guelf. 286 Blank.
palffy_erdöd_nikolaus;1712-01-19;Cod. Guelf. 286 Blank.
kolowrat_libstejnsky_norbert_leopold;1712-01-19;Cod. Guelf. 286 Blank.
toledo_portugal_vicente_pedro_alvares;1712-01-19;Cod. Guelf. 286 Blank.
daun_wirich_philipp_lorenz;1712-01-19;Cod. Guelf. 286 Blank.
sanseverino_giuseppe;1712-01-19;Cod. Guelf. 286 Blank.
blanes_centelles_y_carroz_francisco;1712-01-19;Cod. Guelf. 286 Blank.
colloredo_jean_baptiste;1712-01-19;Cod. Guelf. 286 Blank.
odescalchi_livio;1712-01-19;Cod. Guelf. 286 Blank.
sangro_paolo;1712-01-19;Cod. Guelf. 286 Blank.
ligne_claude_lamoral;1712-01-19;Cod. Guelf. 286 Blank.
borgia_cesare;1712-02-16;Cod. Guelf. 286 Blank.
borgia_cesare;1712-02-16;Cod. Guelf. 286 Blank.
borgia_cesare;1712-02-16;Cod. Guelf. 286 Blank.
alberti_leandro;1712-02-17;Cod. Guelf. 286 Blank.
misson_maximilien_francois;1712-02-17;Cod. Guelf. 286 Blank.
segneri_paolo;1712-02-19;Cod. Guelf. 286 Blank.
siri_vittorio;1712-02-21;Cod. Guelf. 286 Blank.
siri_vittorio;1712-02-21;Cod. Guelf. 286 Blank.
noris_enrico;1712-02-21;Cod. Guelf. 286 Blank.
noris_enrico;1712-02-21;Cod. Guelf. 286 Blank.
sacchi_bartolomeo;1712-03-02;Cod. Guelf. 286 Blank.
lassels_richard;1712-03-04;Cod. Guelf. 286 Blank.
heinsius_daniel;1712-03-04;Cod. Guelf. 286 Blank.
castelvetro_lodovico;1712-03-04;Cod. Guelf. 286 Blank.
tassoni_alessandro;1712-03-04;Cod. Guelf. 286 Blank.
testi_fulvio;1712-03-04;Cod. Guelf. 286 Blank.
testi_fulvio;1712-03-04;Cod. Guelf. 286 Blank.
montecuccoli_raimondo;1712-03-04;Cod. Guelf. 286 Blank.
sansovino_francesco;1712-03-14;Cod. Guelf. 286 Blank.
sansovino_francesco;1712-03-14;Cod. Guelf. 286 Blank.
sigonio_carlo;1712-03-14;Cod. Guelf. 286 Blank.
siri_vittorio;1712-03-14;Cod. Guelf. 286 Blank.
tassoni_alessandro;1712-03-14;Cod. Guelf. 286 Blank.
bacchini_benedetto;1712-03-14;Cod. Guelf. 286 Blank.
muratori_ludovico_antonio;1712-03-14;Cod. Guelf. 286 Blank.
cantelli_giacomo;1712-03-14;Cod. Guelf. 286 Blank.
plinius_gaius_maior;1712-03-14;Cod. Guelf. 286 Blank.
oettingen-oettingen_albrecht_ernst_ii;1712-03-20;Cod. Guelf. 286 Blank.
iuvenalis_decimus_iunius;1712-03-20;Cod. Guelf. 286 Blank.
naso_publius_ovidius;1712-03-20;Cod. Guelf. 286 Blank.
siculus_diodorus;1712-03-20;Cod. Guelf. 286 Blank.
maffei_rafaello;1712-03-20;Cod. Guelf. 286 Blank.
rovere_giuliano;1712-03-20;Cod. Guelf. 286 Blank.
sallustius;1712-03-20;Cod. Guelf. 286 Blank.
euripides;1712-03-20;Cod. Guelf. 286 Blank.
oeffelein_friedrich;1712-03-20;Cod. Guelf. 286 Blank.
althamer_andreas;1712-03-20;Cod. Guelf. 286 Blank.
adelshofen_familie;1712-03-20;Cod. Guelf. 286 Blank.
boyneburg_familie;1712-03-20;Cod. Guelf. 286 Blank.
bolsing_familie;1712-03-20;Cod. Guelf. 286 Blank.
thannhausen_familie;1712-03-20;Cod. Guelf. 286 Blank.
diemantstein_familie;1712-03-20;Cod. Guelf. 286 Blank.
ehringhausen_familie;1712-03-20;Cod. Guelf. 286 Blank.
eselsberg_familie;1712-03-20;Cod. Guelf. 286 Blank.
hersberg_familie;1712-03-20;Cod. Guelf. 286 Blank.
huernheim_familie;1712-03-20;Cod. Guelf. 286 Blank.
huernheim_friedrich;1712-03-20;Cod. Guelf. 286 Blank.
schwaben_konrad;1712-03-20;Cod. Guelf. 286 Blank.
baden_friedrich;1712-03-20;Cod. Guelf. 286 Blank.
katzenstein_familie;1712-03-20;Cod. Guelf. 286 Blank.
koelbel_von_geisingen_maria_barbara;1712-05-05;Cod. Guelf. 286 Blank.
koelbel_von_geisingen_johann_georg;1712-05-05;Cod. Guelf. 286 Blank.
buttlar_anon_1;1712-05-05;Cod. Guelf. 286 Blank.
oettingen-oettingen_sophie_luise;1712-05-05;Cod. Guelf. 286 Blank.
koelbel_von_geisingen_maria_barbara;1712-05-05;Cod. Guelf. 286 Blank.
koelbel_von_geisingen_johann_georg;1712-05-05;Cod. Guelf. 286 Blank.
koelbel_von_geisingen_maria_barbara;1712-05-05;Cod. Guelf. 286 Blank.
koelbel_von_geisingen_johann_georg;1712-05-05;Cod. Guelf. 286 Blank.
seneca_lucius;1712-05-05;Cod. Guelf. 286 Blank.
caesar_gaius_iulius;1712-05-05;Cod. Guelf. 286 Blank.
oettingen-oettingen_albrecht_ernst_ii;1712-03-30;Cod. Guelf. 286 Blank.
ubaldis_baldus;1712-04-15;Cod. Guelf. 286 Blank.
fieschi_sinibaldo;1712-04-15;Cod. Guelf. 286 Blank.
besold_christoph;1712-04-15;Cod. Guelf. 286 Blank.
oettingen-oettingen_sophie_luise;1712-04-12;Cod. Guelf. 286 Blank.
syrus_publilius;1712-05-13;Cod. Guelf. 286 Blank.
braunschweig-wolfenbuettel_christine_luise;1712-06-13;Cod. Guelf. 286 Blank.
